,met,lb,ub
131,succ_c,0.5153572358713774,0.7403862959467264
132,h2o2_c,9.999999999999994e-05,1.0000000000000002
133,oaa_c,0.000521263873785091,1.0000000000000147
134,succoa_c,9.999999999999958e-05,10.005830987914187
135,sucarg_c,9.999999999999816e-05,1.0000000000000002
136,prbatp_c,9.999999999999994e-05,1.0000000000000002
137,betald_c,9.999999999999816e-05,1.0000000000000147
138,glyb_c,9.999999999999816e-05,1.0000000000000002
139,btnso_c,9.999999999999816e-05,1.0000000000000002
140,btn_c,9.999999999999958e-05,1.0000000000000147
141,cys-L_c,9.999999999999958e-05,1.000000000000009
142,actACP_c,9.999999999999816e-05,1.0000000000000147
143,malACP_c,9.999999999999816e-05,1.0000000000000147
144,ddcaACP_c,9.999999999999958e-05,1.0000000000000147
145,cdpdag1_c,9.999999999999958e-05,1.0000000000000002
146,cmp_c,0.25293577480078505,2.4284209364673313
147,paEC_c,9.999999999999816e-05,1.0000000000000147
148,pphn_c,9.999999999999816e-05,1.0000000000000002
149,3psme_c,9.999999999999816e-05,1.0000000000000002
150,pgEC_c,9.999999999999816e-05,1.0000000000000147
151,clpnEC_c,9.999999999999816e-05,1.000000000000009
152,csn_c,0.016565512011598383,0.08401505195846563
153,ura_c,9.999999999999958e-05,1.0000000000000002
154,utp_c,2.3163362417797857,34.99142800060508
155,ctp_c,9.999999999999816e-05,12.785329461759437
156,so3_c,9.999999999999816e-05,1.0000000000000147
157,acser_c,9.999999999999816e-05,1.000000000000009
158,h2s_c,9.999999999999958e-05,1.0000000000000002
159,cyst-L_c,9.999999999999816e-05,1.0000000000000002
160,cytd_c,0.000819369411326372,0.019138411129290312
161,uri_c,9.999999999999816e-05,1.0000000000000002
162,cdp_c,9.999999999999816e-05,1.0000000000000002
163,dcmp_c,9.999999999999816e-05,1.0000000000000002
164,dcdp_c,9.999999999999816e-05,1.000000000000009
165,fad_c,9.999999999999816e-05,1.5438969950507069
166,fadh2_c,9.999999999999816e-05,1.0000000000000002
167,dad-2_c,0.003598100458433177,0.01632801363150391
168,din_c,9.999999999999816e-05,1.000000000000009
169,damp_c,9.999999999999816e-05,0.08092757301723653
170,dadp_c,9.999999999999816e-05,1.000000000000009
171,12dgrEC_c,9.999999999999816e-05,1.0000000000000147
172,26dap-M_c,9.999999999999816e-05,1.0000000000000002
173,lys-L_c,9.999999999999816e-05,2.217095847240276
174,26dap-LL_c,9.999999999999958e-05,1.0000000000000147
175,db4p_c,9.999999999999816e-05,1.0000000000000147
176,dctp_c,0.05854335069331882,0.1755508859532626
177,dutp_c,9.999999999999816e-05,1.0000000000000002
178,dcyt_c,9.999999999999816e-05,1.0000000000000002
179,duri_c,9.999999999999816e-05,1.000000000000009
180,2ddg6p_c,9.999999999999816e-05,0.057027058930045386
181,e4p_c,0.012362503741650634,0.10785233540288025
182,pep_c,0.034504781981836465,0.06250058422650734
183,2dda7p_c,9.999999999999994e-05,1.0000000000000002
184,g3p_c,0.0003892358978111947,1.000000000000009
185,dgmp_c,0.08870564496533341,0.2535295207509902
186,dgdp_c,9.999999999999816e-05,1.000000000000009
187,23dhmb_c,9.999999861026469e-05,1.0000000000000002
188,3mob_c,9.999999999999816e-05,1.0000000000000002
189,23dhmp_c,9.999999999999958e-05,1.0000000000000147
190,3mop_c,9.999999999999958e-05,1.0000000000000147
191,dha_c,9.999999999999816e-05,1.000000000000009
192,dhap_c,0.8210887873458381,1.0352038098127225
193,23dhdp_c,9.999999999999958e-05,1.0000000000000147
194,thdp_c,9.999999999999958e-05,1.0000000000000002
195,dhf_c,9.999999999999816e-05,1.0000000000000002
196,dhpt_c,9.999999999999816e-05,1.0000000000000147
197,dhnpt_c,9.999999999999816e-05,1.0000000000000002
198,6hmhpt_c,9.999999999999816e-05,1.0000000000000002
199,gcald_c,9.999999999999958e-05,1.0000000000000147
200,dhor-S_c,0.002839802059131147,0.04848925260264896
201,orot_c,9.999999999999887e-05,1.000000000000009
202,25drapp_c,9.999999999999816e-05,1.0000000000000002
203,6hmhptpp_c,9.999999999999816e-05,1.0000000000000002
204,3dhq_c,9.999999999999816e-05,1.0000000000000147
205,3dhsk_c,9.999999999999958e-05,1.0000000000000147
206,25dkglcn_c,9.999999999999958e-05,1.000000000000009
207,dkmpp_c,9.999999999999816e-05,1.0000000000000147
208,2kmb_c,9.999999999999816e-05,1.0000000000000147
209,dmpp_c,9.999999999999816e-05,1.000000000000009
210,ipdp_c,9.999999999999958e-05,1.000000000000009
211,h2mb4p_c,9.999999999999958e-05,1.0000000000000147
212,dmso_c,9.999999999999994e-05,1.0000000000000002
213,dms_c,9.999999999999994e-05,1.0000000000000002
214,2dmmql8_c,9.999999999999816e-05,1.000000000000009
215,dhpmp_c,9.999999999999816e-05,1.0000000000000147
216,ahdt_c,9.999999999999816e-05,1.0000000000000147
217,dpcoa_c,9.999999999999958e-05,1.0000000000000147
218,2dhp_c,9.999999999999958e-05,1.0000000000000002
219,pant-R_c,9.999999999999816e-05,1.0000000000000147
220,2dr5p_c,9.999999999999816e-05,1.000000000000009
221,dtmp_c,0.0001022954279237066,1.0000000000000002
222,dump_c,9.999999999999816e-05,1.000000000000009
223,2dr1p_c,9.999999999999816e-05,1.0000000000000002
224,udcpdp_c,9.999999999999816e-05,1.0000000000000147
225,6pgc_c,0.2998102415354885,0.4691602860031934
226,kdo2lipid4_c,9.999999999999816e-05,1.0000000000000082
227,kdo2lipid4L_c,9.999999999999958e-05,1.0000000000000147
228,lipa_c,9.999999999999958e-05,1.0000000000000147
229,2pg_c,9.999999372402306e-05,1.000000000000009
230,etha_c,9.999999999999816e-05,1.0000000000000147
231,f6p_c,0.2949509213346693,0.3419853784020027
232,fdp_c,1.1960216637122925,1.5632652126261695
233,fmn_c,9.999999999999816e-05,0.34516027331606125
234,f1p_c,0.007259862626783357,1.2053878900373598
235,mal-L_c,1.988288588599587,2.316049634210315
236,gam1p_c,9.999999999999816e-05,1.000000000000009
237,acgam1p_c,9.999999999999816e-05,1.0000000000000002
238,g1p_c,9.999999999999816e-05,1.000000000000009
239,dttp_c,0.46915623880116075,20.009238522970552
240,glyc3p_c,9.999999999999958e-05,5.533469910918429
241,glu5sa_c,9.999999999999816e-05,1.0000000000000002
242,1pyr5c_c,9.999999999999958e-05,1.000000000000009
243,glu5p_c,9.999999999999816e-05,1.0000000000000147
244,6pgl_c,9.999999999999816e-05,1.0000000000000002
245,gal_c,9.999999999999816e-05,1.0000000000000002
246,udpg_c,0.1367554447830436,17.574880127000743
247,13dpg_c,0.01129116318541232,0.01835877687513674
248,gar_c,9.999999999999816e-05,1.0000000000000002
249,fgam_c,9.999999999999816e-05,1.0000000000000002
250,glyclt_c,9.999999999999816e-05,1.0000000000000002
251,ser-L_c,9.999999999999958e-05,0.7354694733786807
252,gly_c,9.999999999999958e-05,1.0000000000000002
253,mlthf_c,9.999999999999816e-05,1.0000000000000002
254,glycogen_c,9.999999999999816e-05,1.0000000000000002
255,2h3oppan_c,9.999999999999816e-05,1.0000000000000002
256,adpglc_c,0.005854335069331897,0.02404671098457849
257,pram_c,9.999999999999958e-05,1.0000000000000002
258,glu-D_c,14.483295560995847,19.19626245645298
259,glx_c,9.999999999999887e-05,1.0000000000000002
260,2aobut_c,9.999999999999816e-05,1.0000000000000002
261,glyc-R_c,0.455996889781632,10.402429048143679
262,3pg_c,1.184341411757462,10.632899414949772
263,lgt-S_c,9.999999999999816e-05,1.000000000000009
264,gthrd_c,6.432086230704892,70.85368339488974
265,lac-D_c,9.999999999999816e-05,1.0000000000000002
266,gmhep1p_c,9.999999999999816e-05,1.0000000000000002
267,gmhep7p_c,9.999999999999816e-05,1.000000000000009
268,gmhep17bp_c,9.999999999999816e-05,1.0000000000000002
269,xmp_c,9.999999999999958e-05,1.000000000000009
270,g3pc_c,9.999999827797512e-05,1.0000000000000147
271,chol_c,9.999999999999816e-05,1.0000000000000002
272,g3pe_c,9.999999999999816e-05,1.0000000000000002
273,g3pg_c,9.999999999999958e-05,1.000000000000009
274,gsn_c,0.002719356452083162,0.008292651771636537
275,gtspmd_c,9.999999999999816e-05,1.000000000000009
276,spmd_c,9.999999999999816e-05,1.0000000000000002
277,gua_c,9.999999999999958e-05,1.0153055749044344
278,xan_c,9.999999999999958e-05,1.0000000000000002
279,histd_c,9.999999999999816e-05,0.1727546252638132
280,his-L_c,9.999999999999816e-05,0.6163809999312367
281,hisp_c,9.999999999999816e-05,1.0000000000000147
282,hpyr_c,9.999999999999816e-05,1.0000000000000002
283,hom-L_c,9.999999999999994e-05,1.0000000000000147
284,phom_c,9.999999999999958e-05,1.000000000000009
285,suchms_c,9.999999999999958e-05,1.0000000000000147
286,imacp_c,9.999999999999816e-05,1.0000000000000147
287,pydam_c,9.999999999999816e-05,1.0000000000000147
288,prlp_c,9.999999999999958e-05,1.0000000000000002
289,eig3p_c,9.999999999999816e-05,1.000000000000009
290,2cpr5p_c,9.999999999999994e-05,1.0000000000000147
291,3ig3p_c,9.999999999999816e-05,1.000000000000009
292,ile-L_c,9.999999999999816e-05,1.0000000000000147
293,3c2hmp_c,9.999999999999958e-05,1.000000000000009
294,3c4mop_c,9.999999999999958e-05,1.000000000000009
295,2ippm_c,9.999999999999816e-05,1.0000000000000002
296,3c3hmp_c,9.999999999999816e-05,1.0000000000000002
297,3hmrsACP_c,9.999999999999816e-05,1.0000000000000147
298,kdo_c,9.999999999999958e-05,1.0000000000000002
299,ckdo_c,9.999999999999816e-05,1.0000000000000002
300,kdo8p_c,9.999999999999816e-05,1.0000000000000147
301,lac-L_c,9.999999999999958e-05,1.000000000000009
302,4mop_c,9.999999999999816e-05,1.0000000000000147
303,leu-L_c,9.999999999999816e-05,1.000000000000009
304,mthgxl_c,9.999999999999958e-05,1.0000000000000147
305,lipidX_c,9.999999999999958e-05,1.0000000000000147
306,u23ga_c,9.999999999999816e-05,1.0000000000000147
307,lipidAds_c,9.999999999999816e-05,1.0000000000000147
308,agpgEC_c,9.999999999999958e-05,1.0000000000000147
309,agpeEC_c,9.999999999999958e-05,1.0000000000000147
310,agpcEC_c,9.999999999999816e-05,1.0000000000000002
311,apgEC_c,9.999999999999816e-05,1.0000000000000002
312,cdpea_c,9.999999999999816e-05,1.0000000000000002
313,lpsEC_c,9.999999999999816e-05,1.0000000000000147
314,2mcit_c,9.999999999999816e-05,1.000000000000009
315,2mcacn_c,9.999999999999816e-05,1.0000000000000002
316,micit_c,9.999999999999958e-05,1.0000000000000002
317,5mdru1p_c,9.999999999999816e-05,1.0000000000000147
318,met-L_c,9.999999999999816e-05,0.6333290135856178
319,5mthf_c,9.999999999999816e-05,1.0000000000000147
320,mmcoa-S_c,9.999999999999816e-05,1.0000000000000002
321,mmcoa-R_c,9.999999999999958e-05,1.0000000000000002
322,lipidA_c,9.999999999999816e-05,1.0000000000000147
323,kdolipid4_c,9.999999999999816e-05,1.0000000000000147
324,5mta_c,9.999999999999816e-05,1.0000000000000147
325,5mtr_c,9.999999999999816e-05,1.0000000000000147
326,methf_c,9.999999999999816e-05,1.000000000000009
327,5mdr1p_c,9.999999999999816e-05,1.0000000000000147
328,nmn_c,9.999999999999816e-05,1.0000000000000002
329,h2o_e,1000.0000000000089,1000.0000000000089
330,nmn_e,9.999999999999958e-05,1.0000000000000002
331,dnad_c,9.999999999999958e-05,1.0000000000000147
332,nac_c,9.999999999999816e-05,1.0000000000000147
333,nicrnt_c,9.999999999999816e-05,1.0000000000000002
334,dgtp_c,9.999999999999816e-05,1.0000000000000002
335,dudp_c,9.999999999999958e-05,1.000000000000009
336,datp_c,9.999999999999816e-05,0.3969615781581211
337,ncam_c,9.999999999999816e-05,1.0000000000000002
338,quln_c,9.999999999999958e-05,0.14940627261118225
339,xtsn_c,9.999999999999816e-05,1.000000000000009
340,thymd_c,9.999999999999816e-05,1.0000000000000002
341,dgsn_c,0.000941681077075093,0.0025630033518542535
342,pppi_c,9.999999999999994e-05,1.0000000000000002
343,no2_c,9.999999999999958e-05,1.0000000000000002
344,orot5p_c,9.999999999999816e-05,1.000000000000009
345,pro-L_c,9.999999999999816e-05,1.5773850744616515
346,pnto-R_c,9.999999999999816e-05,1.0000000000000002
347,ugmda_c,9.999999999999816e-05,1.0000000000000147
348,uagmda_c,9.999999999999816e-05,1.0000000000000147
349,trdrd_c,9.999999999999816e-05,1.0000000000000002
350,trdox_c,9.999999999999958e-05,1.0000000000000002
351,pdx5p_c,9.999999999999816e-05,1.0000000000000002
352,pydxn_c,9.999999999999816e-05,1.000000000000009
353,peEC_c,9.999999999999816e-05,1.0000000000000002
354,3php_c,9.999999999999958e-05,1.0000000000000002
355,pgpEC_c,9.999999999999816e-05,1.0000000000000002
356,phe-L_c,0.05023376162746347,0.061391490998537926
357,phpyr_c,9.999999999999816e-05,1.8545957687244767
358,4r5au_c,9.999999999999816e-05,1.0000000000000002
359,4ppan_c,9.999999999999816e-05,1.0000000000000147
360,ppap_c,9.999999999999958e-05,1.0000000000000147
361,4ppcys_c,9.999999999999958e-05,1.0000000000000002
362,pan4p_c,9.999999999999816e-05,1.0000000000000002
363,r1p_c,0.0015890905485946736,0.004261876040324297
364,34hpp_c,9.999999999999816e-05,1.0000000000000002
365,uaagmda_c,9.999999999999958e-05,1.0000000000000147
366,peptidoEC_c,9.999999999999994e-05,1.0000000000000002
367,fpram_c,9.999999999999958e-05,1.0000000000000002
368,prbamp_c,9.999999999999994e-05,1.0000000000000002
369,prfp_c,9.999999999999816e-05,1.0000000000000002
370,skm5p_c,9.999999999999816e-05,1.0000000000000002
371,psEC_c,9.999999999999816e-05,1.0000000000000147
372,pser-L_c,9.999999999999958e-05,1.0000000000000147
373,pydx_c,9.999999999999958e-05,1.0000000000000002
374,ribflv_c,0.015311375157527412,0.08292651771636679
375,dmlz_c,9.999999999999816e-05,1.0000000000000147
376,xu5p-D_c,0.13042841716803932,0.1860306465223872
377,s7p_c,0.07455074867766656,0.10896737577295881
378,sucorn_c,9.999999999999816e-05,1.0000000000000147
379,so4_c,9.999999999999816e-05,1.0000000000000147
380,sl26da_c,9.999999999999816e-05,1.000000000000009
381,sl2a6o_c,9.999999999999816e-05,1.000000000000009
382,sucglu_c,9.999999999999816e-05,1.0000000000000147
383,sucgsa_c,9.999999999999816e-05,1.0000000000000147
384,skm_c,0.008454942331367772,0.09753266809218344
385,thr-L_c,9.999999999999816e-05,0.7303075187909025
386,tyr-L_c,0.04592593595146191,0.056790063805950926
387,tmao_c,9.999999999999994e-05,1.0000000000000002
388,tma_c,9.999999999999994e-05,1.0000000000000002
389,tre6p_c,9.999999999999816e-05,1.000000000000009
390,tre_c,9.999999999999816e-05,1.0000000000000147
391,tre_e,9.999999999999816e-05,1.0000000000000002
392,glc-D_e,24.511545293072608,27.769760213144323
393,trp-L_c,9.999999999999958e-05,0.06728716860537384
394,indole_c,9.999999999999816e-05,1.0000000000000002
395,u3hga_c,9.999999999999958e-05,1.0000000000000002
396,uamag_c,9.99999931737788e-05,1.0000000000000002
397,ugmd_c,9.999999999999816e-05,1.0000000000000147
398,u3aga_c,9.999999999999816e-05,1.0000000000000147
399,uaccg_c,9.999999999999816e-05,1.0000000000000147
400,uama_c,9.999999999999816e-05,1.0000000000000147
401,uamr_c,9.999999999999816e-05,1.0000000000000147
402,val-L_c,9.999999999999816e-05,17.990502292166447
403,xyl-D_c,9.999999999999816e-05,1.0000000000000147
404,4abut_e,9.999999999999816e-05,1.0000000000000082
405,ac_e,9.999999999999958e-05,0.20707720626155077
406,ala-L_e,9.999999999999816e-05,1.0000000000000002
407,arab-L_e,9.999999999999958e-05,1.000000000000009
408,arg-L_e,9.999999999999958e-05,1.000000000000009
409,asn-L_e,9.999999999999816e-05,1.000000000000009
410,asp-L_e,9.999999999999816e-05,1.000000000000009
411,charge_e,1000.0000000000089,1000.0000000000089
412,chol_e,9.999999999999958e-05,1.0000000000000002
413,co2tot_e,0.05999999999999932,0.10000000000000098
414,dms_e,9.999999999999994e-05,1.0000000000000002
415,dmso_e,9.999999999999994e-05,1.0000000000000002
416,for_e,9.999999999999816e-05,1.000000000000009
417,fru_e,26.799999999999997,27.799999999999994
418,fum_e,9.999999999999816e-05,0.15000000000000138
419,gal_e,9.999999999999958e-05,1.000000000000009
420,glcn_e,24.5,25.500000000000004
421,glu-L_e,9.999999999999958e-05,1.000000000000009
422,glyb_e,9.999999999999816e-05,1.000000000000009
423,glyc3p_e,9.999999999999816e-05,1.0000000000000002
424,h_e,1000.0000000000089,1000.0000000000089
425,his-L_e,9.999999999999958e-05,1.000000000000009
426,ile-L_e,9.999999999999958e-05,1.0000000000000147
427,k_e,9.999999999999816e-05,1.0000000000000002
428,leu-L_e,9.999999999999816e-05,1.000000000000009
429,lys-L_e,9.999999999999958e-05,1.000000000000009
430,na1_e,9.999999999999958e-05,93.00000000000087
431,nh3_e,21.799999999999997,22.700000000000006
432,o2_e,0.1214093823531272,0.30000000000000226
433,orn_e,9.999999999999816e-05,1.000000000000009
434,pi_e,64.20000000000086,64.20000000000086
435,pro-L_e,9.999999999999816e-05,1.0000000000000002
436,ptrc_e,9.999999999999958e-05,1.000000000000009
437,ser-L_e,9.999999999999958e-05,1.0000000000000002
438,so4_e,12.299999999999995,12.400000000000004
439,succ_e,9.999999999999994e-05,42.400000000000375
440,thr-L_e,9.999999999999816e-05,1.0000000000000147
441,tma_e,9.999999999999994e-05,1.0000000000000002
442,tmao_e,9.999999999999994e-05,1.0000000000000002
443,val-L_e,9.999999999999994e-05,1.0000000000000147
444,xyl-D_e,9.999999999999958e-05,1.000000000000009
445,h_c,1000.0,1000.0
446,charge_c,1000.0,1000.0
447,na1_c,9.999999999999958e-05,1.0000000000000147
448,h2_e,9.999999883161154e-05,1.0000000000000147
449,k_c,9.999999999999816e-05,1.0000000000000002
450,no3_c,9.999999999999994e-05,1.0000000000000002
451,biomass_c,1000.0000000000089,1000.0000000000089
452,biomass_e,1000.0000000000089,1000.0000000000089
453,orot_e,9.999999999999816e-05,0.07687379884689308
